worker_id,cluster,predicted_risk,confidence,priority,skill_focus,suitable_tasks,supervision,training_priority,career_path
W00449,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00450,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00451,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00452,0,High,0.8,HIGH ATTENTION,"Critical skill remediation, Certifications renewal","Lower-risk tasks initially, Building back to complex tasks",Regular - Weekly check-ins and reviews,"Immediate skill development, Safety protocols review, Risk management training","Pause advancement, Focus on skill recovery, Mentoring support"
W00453,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00454,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00455,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00456,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00457,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00458,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00459,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00460,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00461,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00462,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00463,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00464,0,High,0.8,HIGH ATTENTION,"Critical skill remediation, Certifications renewal","Lower-risk tasks initially, Building back to complex tasks",Regular - Weekly check-ins and reviews,"Immediate skill development, Safety protocols review, Risk management training","Pause advancement, Focus on skill recovery, Mentoring support"
W00465,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00466,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00467,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00468,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00469,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00470,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00471,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00472,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00473,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00474,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00475,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00476,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00477,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00478,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00479,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00480,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00481,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00482,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00483,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00484,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00485,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00486,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00487,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00488,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00489,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00490,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00491,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00492,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00493,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00494,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00495,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00496,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00497,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00498,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00499,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00500,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
